ID;Nom du jeu
426;Harry Potter - Bataille à Poudlard
427;Pandémie
428;Sub Terra II
429;Sub Terra
430;Betrayal at House on the Hill
431;Betrayal at House on The Hill
432;Magic Maze - Tower
433;Magic Maze
434;Tiny Acrobats
435;Circles
436;Fabulia
437;1
438;Flamme Rouge BMX
439;Ma Vie de Renard
440;Gagne ton papa !
441;Pokémon - Coffret Académie de Combat
442;Mon p'tit Everdell
443;La Course des Tortues
444;Myriades
445;Rondins des Bois
446;Roule Tampouille
447;La Toupie Voyageuse
448;Refuge
449;Dodo
450;La Maison des Souris
451;Lula
452;Allez les P'tits Poissons
453;Mimose & Sam
454;Chronicles Of Light
455;Pas Vu Pas Pris
456;Le Chemin De La Maison
457;Color'up
458;Le Grand Voyage
459;La Chasse aux Monstres
460;Pilo Pilo
461;Le grand méchant Monstre
462;Color Brain Junior
463;Tanuki
464;Carapate
465;Tetaki
466;Défis Nature Escape - le mystère des dinosaures
467;La Colline Aux Feux Follets
468;Défis Nature - Mythologie Japonaise
469;Bubble Stories Contes
470;SpellBook
471;Inori
472;Race for the Galaxy
473;Pyramido
474;Casting Shadows
475;Cartographers - Heroes
476;Caldera Park
477;Le Monde De Reterra
478;Maps of Misterra
479;Diluvium
480;Popcorn
481;Meadow
482;Clank!
483;Clank! - La Grande Aventure
484;Captain Sonar
485;Room 25
486;Les Tours Ambulantes
487;Planet Unknown
488;Challengers! - Beach Cup
489;Challengers!
490;Hutan
491;Sur les traces de Marie Curie
492;Sur les traces de Darwin
493;Kauri
494;Marvel Villainous
495;Villainous
496;Redac'Chef
497;Harmonies
498;Seasons
499;Reflecto
500;Aetherya II - La Genèse
501;Aetherya
502;Nidavellir
503;Akropolis
504;Les Charlatans de Belcastel
505;Narcopolis
506;Survive The Island
507;Art Society
508;Captain Flip
509;Celestia
510;Les Cités de Splendor
511;Splendor
512;Wingspan - Asie
513;Coffee Rush
514;Kingdomino Origins
515;Middle Ages
516;Sunrise Avenue
517;Little Town
518;Bravest
519;Here to Slay
520;Rivages
521;Forêt Mixte
522;Welcome to the Moon
523;Toriki
524;La Clef Du Royaume
525;Mesos
526;Takenoko Oyako
527;Small World
528;Smash Up
529;King of Tokyo
530;Azul - Le Jardin de la Reine
531;Monkey Palace
532;Colorado
533;Trivial Pursuit
534;World Wonders
535;My City
536;My Island
537;Flamecraft
538;Colt Express
539;L'Île interdite
540;Wyrmspan
541;Cyclades - Troops & Fleets
542;Cyclades - Creatures & Heroes
543;Cyclades
544;Marché Végé
545;Wave
546;Présages
547;Unanimo - Cannes Party
548;Kudos
549;Symbiose
550;Lacuna
551;Nitro Nitro
552;Speed Bac - Kids
553;Leaders
554;Le Gourdineur
555;Mito
556;The Game
557;The Mind Extrême
558;Fog of Love
559;The Smashers - Coach Battler
560;Costa Ruana
561;3000 Truands
562;Ça tourne !
563;On The Road
564;Rapa Nui
565;Photosynthesis
566;Petits Peuples
567;Living Forest
568;La guilde des expéditions marchandes
569;Attack on Titan - Le Dernier Rempart
570;Le Cortège
571;Abalone
572;[kosmopoli:t] - Deuxième Service
573;Tchatbox N°1 - Léger
574;Linx
575;Taboo
576;Jungle Speed Eco
577;Pigeon Pigeon x Juduku
578;Taggle
579;Hint
580;Numbers Up
581;Stick & Stack
582;Sushi Go Party!
583;Littoral
584;Perudo
585;50 Missions - ça se complique
586;Avant Garde
587;Kluster
588;Zinga
589;Puerto Banana
590;6 qui Surprend!
591;Beat That!
592;Catane - le Jeu de Cartes
593;Love Letter - Le Gant d'Infinité
594;Snowman Dice
595;Bananagrams
596;Bananagrams Junior
597;Love Letter
598;Flip Circus
599;Timeline - Histoire de France
600;Cabo
601;Patata!
602;Jeu de Cochons
603;Monopoly Deal
604;Color Flush
605;Taco Cat Goat Cheese Pizza
606;Débats Nuls - Pop Culture
607;Presse Patate!
608;Paquet de chips
609;12 Chip Trick
610;Fucking Dilem
611;Kimono
612;Oriflamme - Alliance
613;Oriflamme
614;Comment j'ai adopté un dragon
615;Olé! Guacamolé
616;Pixies
617;Uno - Show'Em No Mercy
618;Gold
619;Punto
620;Cake Master
621;Les Gens Qui - l'extension Trash
622;Les Gens Qui
623;Spicy
624;Wazabi - Supplément Piment
625;Wazabi
626;Bubbly
627;Bandido
628;Vaalbara
629;Donjons & Siphons
630;AI 100% Human
631;Mind Map
632;Last Message
633;Einstein
634;Can't Stop
635;Le Jeu des Cat-tapultes
636;Sheriff of Nottingham
637;OléMains !
638;Badass Force
639;Dessino Presto !
640;Gang of Dice
641;World Championship Russian Roulette
642;Bahamas
643;Mantis
644;Top Ten 18+
645;Top Ten
646;Les Toits de Paris
647;Meuhte
648;Saboteur
649;Ni Plus Ni Moins
650;Point City
651;Loup-Garou pour une Nuit - Epic Battle
652;Kluster Duo
653;Âne & Gramme
654;Monique
655;Mascarade
656;Exploding Kittens
657;Left Right Dilemma
658;Canons Ou Doublons
659;Frantic
660;Krapules
661;Kabuki
662;The Mind
663;Treetopia
664;Smile Life
665;Pass Pass
666;Quickshot
667;Charafe
668;Budizz
669;Rainbow
670;That's Not a Hat
671;2 Pommes 3 Pains
672;Mind Up!
673;Golden Creek
674;Little Tavern
675;Pikit
676;Ramba Zamba
677;Toko Maja
678;Luz
679;Speedbac - Drôle & Rapide
680;Speedbac - Le carnage
681;Infiltraîtres
682;Mino Dice
683;The Gang
684;Prey Another Day
685;Ramen! Ramen!
686;Kites
687;Crazy Kick
688;Parent Epuisé : Sans Filtre
689;Crack List
690;Nekojima
691;Citadelles
692;Le Plus Proche Gagne
693;Spirit
694;Esquissé?
695;Sushi Go !
696;Burger ASAP!
697;Codenames Images
698;Codenames
699;Faraway
700;Galèrapagos
701;So Clover!
702;Bang!
703;Whale to look
704;Durian
705;Deep Sea Adventure
706;Moving Wild
707;Dro Polter
708;Order Overload Cafe
709;Dékal
710;Axo
711;Rebelles Princesses
712;Aurum
713;Taco Chat Bouc Cheese Pizza
714;Hula Hoo!
