ID;Nom du jeu
398;Cartographers
399;Dix
400;La Fin des Artichauts
401;Sushi Go Party!
402;Dominion
403;Splito
404;Loup-Garou pour une Nuit - Epic Battle
405;Ark Nova
406;Paquet de chips
407;Bluffer
408;Insider
409;Zéro à 100
410;Secret Identity
411;À la manière d'Arcimboldo
412;First Empires
413;Gloomhaven - Les Mâchoires du Lion
414;Pigeon Pigeon
415;Galèrapagos
416;Spicy
417;Gorinto
418;Amul
419;Lucky Numbers
420;So Clover!
421;Botanik
422;Taco Chat Bouc Cheese Pizza
423;Olé! Guacamolé
424;Cartaventura - Vinland
425;Cartaventura - Lhassa
426;Skyjo
427;Living Forest
428;Iki
429;Sandwich MasterClass
430;Cascadia
431;Unanimo
432;7 Wonders Architects
433;Sub Terra
434;Welcome to Your perfect Home - Miniature
435;Complots Faciles pour Briller en Société
436;Nouvelles ContRées
437;Donjons & Siphons
438;Star Wars - Kit d'Initiation
439;Mot Malin
440;Similo - Monstres
441;Colt Express
442;Pas de bras... Pas de chocolat !
443;Ricochet Robots
444;Viticulture
445;Les Aventuriers du Rail - Europe
446;Jarnac
447;Champ D'Honneur
448;King of Tokyo
449;Kingdomino
450;Happy City
451;7 Wonders Duel
452;Unlock! Secret Adventures
453;Unlock! Exotic Adventures
454;Unlock! Heroic Adventures
455;Unlock! Legendary Adventures
456;Mystery House
457;Piratatak
458;Perudo
459;MicroMacro Crime City - Full House
460;MicroMacro Crime City
461;Startups
462;Set!
463;Yogi
464;Saboteur - Les mineurs contre-attaquent !
465;Timeline - Découvertes
466;La marche du crabe
467;Bohnanza
468;50 missions
469;Dune Imperium
470;Can't Stop
471;The Mind
472;The Game Extreme
473;When I Dream
474;Citadelles
475;Lost Explorers
476;Exploding Kittens
477;Paleo
478;Catan
479;Root
480;Attrape Rêves
481;Mariposas
482;Dragomino
483;Magic Maze
484;Little Coopération
485;Hive Pocket
486;Potomac
487;Silver & Gold
488;The Crew
489;Similo - Histoire
490;Similo - Animaux Sauvages
491;Similo - Contes
492;Carcassonne
493;Rituels
494;Fiesta De Los Muertos
495;Codenames
496;Patchwork
497;Decrypto
498;Chronicles of Crime - 1900
499;Hanabi - grands feux
500;Celestia
501;Diamant
502;Spirit Island
503;Kitchen Rush
504;Les Ruines Perdues de Narak
505;Witness - Blake et Mortimer
506;Captain Sonar
507;Dixit
508;Dixit - Odyssey
509;Lanternes
510;Cryptide
511;7 Wonders
512;Le Trésor des Lutins
513;Très futé !
514;Dreams
515;Pictomania
516;Chop! Chop!
517;Nom d'un renard !
518;Tulum
519;Pique Plume
520;Small World
521;Khronos
522;Les Petites Bourgades
523;Woolfy
524;Wingspan
525;Croque-Carotte
526;ChickyBoom
527;Sherlock Holmes - Jack l'Eventreur &  Aventures à West End
528;Sherlock Holmes - les meurtres de la Tamise & autres enquêtes
529;The Castles Of Burgundy
530;T.I.M.E Stories - The Marcy Case
531;T.I.M.E Stories - Madame
532;T.I.M.E Stories - Sous le masque
533;T.I.M.E Stories - La Prophétie des Dragons
534;T.I.M.E Stories - Expédition - Endurance
535;T.I.M.E Stories - Lumen Fidei
536;T.I.M.E Stories
537;Watergate
538;The Key - Meurtres au golf d'Oakdale
539;Little Action
540;Petits meurtres & faits divers
541;Le Poker des cafards
542;Quarto Mini
543;Skull
544;Intime Conviction n°1 - L'affaire des Poissons de Chine
545;Intime Conviction n°4 - L'affaire de la croque-mort
546;Inspecteur Leflair
547;Deep Sea Adventure
548;Little Circuit
549;King & Assassins
550;Canvas
551;Fou Fou Fou !
552;Paris 1889
553;Concept
554;Terraforming Mars
555;Farben
556;Takenoko
557;Schotten Totten
558;Mito
559;San Juan
560;The Island
561;Bang!
562;Lost Cities
563;[kosmopoli
564;Mr. Jack - London
565;Oriflamme
566;Oriflamme - Embrasement
567;Draftosaurus
568;Taluva
569;TTMC
570;Premier Contact
571;Titles
572;Mysterium
573;Best Of Loups-Garous de Thiercelieux
574;Glisse Glace
575;Imagine
576;Shadows Amsterdam
577;Top Ten
578;Esquissé?
579;Azul
580;Mystic Vale
581;The Loop
582;Tokyo Train
583;Yōkai
584;Jetlag
